"Name","Region","cell","Latitude","Longitude","Year","julianweek","nSurveyBranches","nSurveys","totalCount","numSurveysGTzero","totalBiomass","meanDensity","fracSurveys","meanBiomass"
"Mass Audubon's Boston Nature Center","MA",595,42.286,-71.09969,2019,165,30,30,1,1,2.72974,0.0333333333333333,3.33333333333333,0.0909913333333333
"Mass Audubon's Boston Nature Center","MA",595,42.286,-71.09969,2019,172,29,29,1,1,0.3510537,0.0344827586206897,3.44827586206897,0.0121053
"Mass Audubon's Boston Nature Center","MA",595,42.286,-71.09969,2019,179,30,30,0,0,0,0,0,0
"Mass Audubon's Boston Nature Center","MA",595,42.286,-71.09969,2019,186,30,30,0,0,0,0,0,0
"Mass Audubon's Boston Nature Center","MA",595,42.286,-71.09969,2019,193,25,25,2,2,1.5918634,0.08,8,0.063674536
"Mass Audubon's Boston Nature Center","MA",595,42.286,-71.09969,2019,200,24,25,2,2,1.3011472,0.08,8,0.052045888
"Mass Audubon's Boston Nature Center","MA",595,42.286,-71.09969,2019,207,24,24,0,0,0,0,0,0
"Mass Audubon's Boston Nature Center","MA",595,42.286004028739,-71.099689938102,2018,165,29,31,5,5,65.4655181666181,0.161290322580645,16.1290322580645,2.11179090860058
"Mass Audubon's Boston Nature Center","MA",595,42.286004028739,-71.099689938102,2018,172,29,30,1,1,0.0774324583206101,0.0333333333333333,3.33333333333333,0.00258108194402034
"Mass Audubon's Boston Nature Center","MA",595,42.286004028739,-71.099689938102,2018,179,22,28,0,0,0,0,0,0
"Mass Audubon's Boston Nature Center","MA",595,42.286004028739,-71.099689938102,2018,186,27,28,0,0,0,0,0,0
"Mass Audubon's Boston Nature Center","MA",595,42.286004028739,-71.099689938102,2018,200,27,27,0,0,0,0,0,0
"Mass Audubon's Boston Nature Center","MA",595,42.286004028739,-71.099689938102,2018,207,24,24,1,1,0.351053653781591,0.0416666666666667,4.16666666666667,0.014627235574233
"Mass Audubon's Broadmoor Wildlife Sanctuary","MA",595,42.256699363244,-71.338917016983,2018,158,26,34,11,10,132882.297760124,0.323529411764706,29.4117647058824,3908.30287529777
"Mass Audubon's Broadmoor Wildlife Sanctuary","MA",595,42.256699363244,-71.338917016983,2018,165,29,29,4,4,20.0057064576482,0.137931034482759,13.7931034482759,0.689851946815456
"Mass Audubon's Broadmoor Wildlife Sanctuary","MA",595,42.256699363244,-71.338917016983,2018,172,30,30,5,4,108.750630520977,0.166666666666667,13.3333333333333,3.6250210173659
"Mass Audubon's Broadmoor Wildlife Sanctuary","MA",595,42.256699363244,-71.338917016983,2018,179,28,28,2,2,70.6382129903383,0.0714285714285714,7.14285714285714,2.52279332108351
"Mass Audubon's Broadmoor Wildlife Sanctuary","MA",595,42.256699363244,-71.338917016983,2018,186,29,29,2,2,389.885200540384,0.0689655172413793,6.89655172413793,13.4443172600132
"Mass Audubon's Broadmoor Wildlife Sanctuary","MA",595,42.256699363244,-71.338917016983,2018,193,30,30,0,0,0,0,0,0
"Mass Audubon's Broadmoor Wildlife Sanctuary","MA",595,42.256699363244,-71.338917016983,2018,200,30,30,0,0,0,0,0,0
"Mass Audubon's Broadmoor Wildlife Sanctuary","MA",595,42.256699363244,-71.338917016983,2018,207,27,28,0,0,0,0,0,0
"Mass Audubon's Broadmoor Wildlife Sanctuary","MA",595,42.2567,-71.33892,2019,137,27,28,6,6,3.33216772,0.214285714285714,21.4285714285714,0.11900599
"Mass Audubon's Broadmoor Wildlife Sanctuary","MA",595,42.2567,-71.33892,2019,144,30,30,12,9,2.31330414,0.4,30,0.077110138
"Mass Audubon's Broadmoor Wildlife Sanctuary","MA",595,42.2567,-71.33892,2019,151,30,31,11,9,10.09447348,0.354838709677419,29.0322580645161,0.325628176774194
"Mass Audubon's Broadmoor Wildlife Sanctuary","MA",595,42.2567,-71.33892,2019,158,30,30,5,5,2.0149837,0.166666666666667,16.6666666666667,0.0671661233333333
"Mass Audubon's Broadmoor Wildlife Sanctuary","MA",595,42.2567,-71.33892,2019,165,30,30,2,2,2.7241607,0.0666666666666667,6.66666666666667,0.0908053566666667
"Mass Audubon's Broadmoor Wildlife Sanctuary","MA",595,42.2567,-71.33892,2019,179,29,29,0,0,0,0,0,0
"Museum of American Bird Art","MA",595,42.163219926543,-71.139992349488,2018,151,29,29,11,8,304.953426177218,0.379310344827586,27.5862068965517,10.5156353854213
"Museum of American Bird Art","MA",595,42.163219926543,-71.139992349488,2018,158,30,30,8,8,102.518945519314,0.266666666666667,26.6666666666667,3.41729818397712
"Museum of American Bird Art","MA",595,42.163219926543,-71.139992349488,2018,165,30,30,9,7,582.03053200387,0.3,23.3333333333333,19.4010177334623
"Museum of American Bird Art","MA",595,42.163219926543,-71.139992349488,2018,172,30,30,8,6,14.9987306103111,0.266666666666667,20,0.49995768701037
"Museum of American Bird Art","MA",595,42.163219926543,-71.139992349488,2018,186,30,30,4,4,13.3560593914125,0.133333333333333,13.3333333333333,0.44520197971375
"Museum of American Bird Art","MA",595,42.163219926543,-71.139992349488,2018,193,30,30,2,2,0.362782863742928,0.0666666666666667,6.66666666666667,0.0120927621247643
"Museum of American Bird Art","MA",595,42.163219926543,-71.139992349488,2018,200,30,30,8,7,1.36730105361372,0.266666666666667,23.3333333333333,0.0455767017871239
"Museum of American Bird Art","MA",595,42.16322,-71.13999,2019,158,29,31,20,13,64.48917719,0.645161290322581,41.9354838709677,2.0802960383871
"Museum of American Bird Art","MA",595,42.16322,-71.13999,2019,165,28,31,4,4,21.84549962,0.129032258064516,12.9032258064516,0.704693536129032
"Museum of American Bird Art","MA",595,42.16322,-71.13999,2019,172,24,27,2,2,1.5918634,0.0740740740740741,7.40740740740741,0.0589579037037037
"Museum of American Bird Art","MA",595,42.16322,-71.13999,2019,186,23,23,2,2,2.80717246,0.0869565217391304,8.69565217391304,0.122050976521739
"Museum of American Bird Art","MA",595,42.16322,-71.13999,2019,193,24,24,6,6,3.05109665,0.25,25,0.127129027083333
"Museum of American Bird Art","MA",595,42.16322,-71.13999,2019,200,22,22,5,3,0.20007017,0.227272727272727,13.6363636363636,0.00909409863636364
"NC Botanical Garden","NC",703,35.8994,-79.0339,2015,137,39,89,1,1,0.3510537,0.0112359550561798,1.12359550561798,0.00394442359550562
"NC Botanical Garden","NC",703,35.8994,-79.0339,2015,144,40,162,4,4,26.19198586,0.0246913580246914,2.46913580246914,0.161678925061728
"NC Botanical Garden","NC",703,35.8994,-79.0339,2015,151,40,161,5,5,8.5428204,0.031055900621118,3.1055900621118,0.0530609962732919
"NC Botanical Garden","NC",703,35.8994,-79.0339,2015,158,40,162,23,18,62.6997312,0.141975308641975,11.1111111111111,0.387035377777778
"NC Botanical Garden","NC",703,35.8994,-79.0339,2015,165,40,162,45,32,95.44693246,0.277777777777778,19.7530864197531,0.589178595432099
"NC Botanical Garden","NC",703,35.8994,-79.0339,2015,172,40,160,19,15,46.2297607,0.11875,9.375,0.288936004375
"NC Botanical Garden","NC",703,35.8994,-79.0339,2015,179,40,153,19,15,76.0958772,0.124183006535948,9.80392156862745,0.497358674509804
"NC Botanical Garden","NC",703,35.8994,-79.0339,2015,186,40,160,11,9,68.83321846,0.06875,5.625,0.430207615375
"NC Botanical Garden","NC",703,35.8994,-79.0339,2015,193,40,79,2,2,1.7615257,0.0253164556962025,2.53164556962025,0.0222977936708861
"NC Botanical Garden","NC",703,35.8994,-79.0339,2015,200,40,161,11,11,43.2851028,0.0683229813664596,6.83229813664596,0.268851570186335
"NC Botanical Garden","NC",703,35.8994,-79.0339,2016,137,40,119,1,1,0.9500935,0.00840336134453781,0.840336134453782,0.00798397899159664
"NC Botanical Garden","NC",703,35.8994,-79.0339,2016,144,40,152,3,3,7.49495446,0.0197368421052632,1.97368421052632,0.0493089109210526
"NC Botanical Garden","NC",703,35.8994,-79.0339,2016,151,40,160,1,1,1.410472,0.00625,0.625,0.00881545
"NC Botanical Garden","NC",703,35.8994,-79.0339,2016,158,40,160,6,5,43.92032996,0.0375,3.125,0.27450206225
"NC Botanical Garden","NC",703,35.8994,-79.0339,2016,165,40,160,8,8,27.3526673,0.05,5,0.170954170625
"NC Botanical Garden","NC",703,35.8994,-79.0339,2016,172,40,160,11,10,66.31071946,0.06875,6.25,0.414441996625
"NC Botanical Garden","NC",703,35.8994,-79.0339,2016,179,40,80,5,5,42.405745,0.0625,6.25,0.5300718125
"NC Botanical Garden","NC",703,35.8994,-79.0339,2016,186,40,160,12,12,175.894262,0.075,7.5,1.0993391375
"NC Botanical Garden","NC",703,35.8994,-79.0339,2016,193,39,79,3,3,11.4215475,0.0379746835443038,3.79746835443038,0.144576550632911
"NC Botanical Garden","NC",703,35.8994,-79.0339,2016,200,40,158,3,3,24.557883,0.0189873417721519,1.89873417721519,0.155429639240506
"NC Botanical Garden","NC",703,35.8994,-79.0339,2017,137,40,115,4,4,1.8453215,0.0347826086956522,3.47826086956522,0.0160462739130435
"NC Botanical Garden","NC",703,35.8994,-79.0339,2017,144,40,119,5,5,24.8979085,0.0420168067226891,4.20168067226891,0.209226121848739
"NC Botanical Garden","NC",703,35.8994,-79.0339,2017,151,40,159,6,6,21.1308129,0.0377358490566038,3.77358490566038,0.132898194339623
"NC Botanical Garden","NC",703,35.8994,-79.0339,2017,158,40,80,3,3,5.6350177,0.0375,3.75,0.07043772125
"NC Botanical Garden","NC",703,35.8994,-79.0339,2017,165,40,160,15,14,86.4586452,0.09375,8.75,0.5403665325
"NC Botanical Garden","NC",703,35.8994,-79.0339,2017,172,40,160,13,13,186.9922769,0.08125,8.125,1.168701730625
"NC Botanical Garden","NC",703,35.8994,-79.0339,2017,179,40,158,16,16,296.9244099,0.10126582278481,10.126582278481,1.87926841708861
"NC Botanical Garden","NC",703,35.8994,-79.0339,2017,186,40,80,3,3,98.71104,0.0375,3.75,1.233888
"NC Botanical Garden","NC",703,35.8994,-79.0339,2017,193,40,157,16,15,175.95016086,0.101910828025478,9.55414012738854,1.12070166152866
"NC Botanical Garden","NC",703,35.8994,-79.0339,2017,200,40,159,7,7,247.6876057,0.0440251572327044,4.40251572327044,1.5577836836478
"NC Botanical Garden","NC",703,35.8994,-79.0339,2018,137,40,161,3,3,15.7995961908356,0.0186335403726708,1.86335403726708,0.0981341378312769
"NC Botanical Garden","NC",703,35.8994,-79.0339,2018,144,40,160,2,2,5.45947963579352,0.0125,1.25,0.0341217477237095
"NC Botanical Garden","NC",703,35.8994,-79.0339,2018,151,40,159,4,4,13.5575488298529,0.0251572327044025,2.51572327044025,0.0852676027034774
"NC Botanical Garden","NC",703,35.8994,-79.0339,2018,158,40,160,12,12,90.3680276264931,0.075,7.5,0.564800172665582
"NC Botanical Garden","NC",703,35.8994,-79.0339,2018,165,40,160,10,8,51.8279068425967,0.0625,5,0.323924417766229
"NC Botanical Garden","NC",703,35.8994,-79.0339,2018,172,40,160,10,10,17.580801547197,0.0625,6.25,0.109880009669981
"NC Botanical Garden","NC",703,35.8994,-79.0339,2018,179,40,160,12,11,102.181957958677,0.075,6.875,0.638637237241734
"NC Botanical Garden","NC",703,35.8994,-79.0339,2018,186,40,160,25,22,249.920591861707,0.15625,13.75,1.56200369913567
"NC Botanical Garden","NC",703,35.8994,-79.0339,2018,193,40,160,15,14,54.7389662092784,0.09375,8.75,0.34211853880799
"NC Botanical Garden","NC",703,35.8994,-79.0339,2018,200,40,160,12,12,192.987869426272,0.075,7.5,1.2061741839142
"NC Botanical Garden","NC",703,35.8994,-79.0339,2019,137,40,160,12,11,195.23893036,0.075,6.875,1.22024331475
"NC Botanical Garden","NC",703,35.8994,-79.0339,2019,144,40,158,14,14,118.99065738,0.0886075949367089,8.86075949367089,0.753105426455696
"NC Botanical Garden","NC",703,35.8994,-79.0339,2019,151,40,79,4,4,26.94434386,0.0506329113924051,5.06329113924051,0.341067643797468
"NC Botanical Garden","NC",703,35.8994,-79.0339,2019,158,40,160,16,14,128.5905048,0.1,8.75,0.803690655
"NC Botanical Garden","NC",703,35.8994,-79.0339,2019,165,40,158,24,21,257.2159011,0.151898734177215,13.2911392405063,1.62794874113924
"NC Botanical Garden","NC",703,35.8994,-79.0339,2019,172,40,158,19,18,436.9754493,0.120253164556962,11.3924050632911,2.76566740063291
"NC Botanical Garden","NC",703,35.8994,-79.0339,2019,179,40,160,22,20,296.1638084,0.1375,12.5,1.8510238025
"NC Botanical Garden","NC",703,35.8994,-79.0339,2019,186,40,160,14,14,281.9556685,0.0875,8.75,1.762222928125
"NC Botanical Garden","NC",703,35.8994,-79.0339,2019,193,40,160,12,12,364.72780516,0.075,7.5,2.27954878225
"NC Botanical Garden","NC",703,35.8994,-79.0339,2019,200,40,160,7,7,196.1042774,0.04375,4.375,1.22565173375
"NC Botanical Garden","NC",703,35.8994,-79.0339,2020,137,40,80,1,1,0.9500935,0.0125,1.25,0.01187616875
"NC Botanical Garden","NC",703,35.8994,-79.0339,2020,144,40,40,1,1,1.998595,0.025,2.5,0.049964875
"NC Botanical Garden","NC",703,35.8994,-79.0339,2020,151,39,39,0,0,0,0,0,0
"NC Botanical Garden","NC",703,35.8994,-79.0339,2020,158,40,40,0,0,0,0,0,0
"NC Botanical Garden","NC",703,35.8994,-79.0339,2020,165,40,40,1,1,0.3510537,0.025,2.5,0.0087763425
"NC Botanical Garden","NC",703,35.8994,-79.0339,2020,172,40,40,0,0,0,0,0,0
"NC Botanical Garden","NC",703,35.8994,-79.0339,2020,179,40,40,1,1,0.1813914,0.025,2.5,0.004534785
"NC Botanical Garden","NC",703,35.8994,-79.0339,2020,186,40,40,2,2,11.790722,0.05,5,0.29476805
"NC Botanical Garden","NC",703,35.8994,-79.0339,2020,193,40,40,2,2,28.66336,0.05,5,0.716584
"NC Botanical Garden","NC",703,35.8994,-79.0339,2020,200,40,40,0,0,0,0,0,0
"NC State University","NC",703,35.781071715192,-78.67546810402,2018,137,28,28,0,0,0,0,0,0
"NC State University","NC",703,35.781071715192,-78.67546810402,2018,151,28,28,0,0,0,0,0,0
"NC State University","NC",703,35.781071715192,-78.67546810402,2018,158,28,29,0,0,0,0,0,0
"NC State University","NC",703,35.781071715192,-78.67546810402,2018,172,29,29,0,0,0,0,0,0
"NC State University","NC",703,35.781071715192,-78.67546810402,2018,193,28,28,0,0,0,0,0,0
"NC State University","NC",703,35.781071715192,-78.67546810402,2018,200,27,27,0,0,0,0,0,0
"Occoquan Forest","VA",676,38.72489,-77.3889,2020,137,19,19,0,0,0,0,0,0
"Occoquan Forest","VA",676,38.72489,-77.3889,2020,144,24,24,0,0,0,0,0,0
"Occoquan Forest","VA",676,38.72489,-77.3889,2020,151,25,26,1,1,21.22604,0.0384615384615385,3.84615384615385,0.816386153846154
"Occoquan Forest","VA",676,38.72489,-77.3889,2020,158,23,23,0,0,0,0,0,0
"Occoquan Forest","VA",676,38.72489,-77.3889,2020,165,25,25,4,4,4.5148378,0.16,16,0.180593512
"Occoquan Forest","VA",676,38.72489,-77.3889,2020,172,25,25,1,1,0.602103,0.04,4,0.02408412
"Occoquan Forest","VA",676,38.72489,-77.3889,2020,179,20,20,2,2,1.204206,0.1,10,0.0602103
"Occoquan Forest","VA",676,38.72489,-77.3889,2020,193,23,23,4,4,3.1331431,0.173913043478261,17.3913043478261,0.136223613043478
"Occoquan Forest","VA",676,38.72489,-77.3889,2020,200,25,25,3,3,4476.229698,0.12,12,179.04918792
"Occoquan Forest","VA",676,38.72489,-77.3889,2020,207,23,23,0,0,0,0,0,0
"Oregon Ridge Nature Center","MD",649,39.4881,-76.69037,2019,137,30,30,0,0,0,0,0,0
"Oregon Ridge Nature Center","MD",649,39.4881,-76.69037,2019,144,30,30,0,0,0,0,0,0
"Oregon Ridge Nature Center","MD",649,39.4881,-76.69037,2019,158,30,30,0,0,0,0,0,0
"Oregon Ridge Nature Center","MD",649,39.4881,-76.69037,2019,165,25,26,3,2,9.0737363,0.115384615384615,7.69230769230769,0.348989857692308
"Oregon Ridge Nature Center","MD",649,39.4881,-76.69037,2019,172,29,29,9,6,11.59892758,0.310344827586207,20.6896551724138,0.39996302
"Oregon Ridge Nature Center","MD",649,39.4881,-76.69037,2019,179,25,27,1,1,0.1813914,0.037037037037037,3.7037037037037,0.0067182
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2015,137,50,184,7,7,255.5238874,0.0380434782608696,3.80434782608696,1.38871677934783
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2015,144,60,265,5,5,15.6857601,0.0188679245283019,1.88679245283019,0.0591915475471698
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2015,151,60,281,14,13,61.8456655,0.0498220640569395,4.62633451957295,0.220091336298932
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2015,158,60,361,14,14,126.56455624,0.038781163434903,3.8781163434903,0.350594338614958
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2015,165,60,280,30,25,237.1311099,0.107142857142857,8.92857142857143,0.846896821071428
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2015,172,60,356,48,42,611.26538058,0.134831460674157,11.7977528089888,1.71703758589888
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2015,179,60,318,33,28,422.6630122,0.10377358490566,8.80503144654088,1.32912896918239
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2015,186,60,320,31,28,417.4632851,0.096875,8.75,1.3045727659375
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2015,193,60,358,26,20,155.6524102,0.0726256983240224,5.58659217877095,0.434783268715084
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2015,200,60,361,33,31,393.74822532,0.0914127423822715,8.58725761772853,1.09071530559557
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2016,137,59,121,2,2,1.5521965,0.0165289256198347,1.65289256198347,0.0128280702479339
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2016,144,60,120,4,4,63.0890944,0.0333333333333333,3.33333333333333,0.525742453333333
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2016,151,60,172,9,9,30.44365956,0.0523255813953488,5.23255813953488,0.176998020697674
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2016,158,60,249,21,18,96.02968936,0.0843373493975904,7.2289156626506,0.385661403052209
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2016,165,60,309,33,32,281.26234772,0.106796116504854,10.3559870550162,0.910234135016181
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2016,172,60,320,43,39,862.75764098,0.134375,12.1875,2.6961176280625
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2016,179,60,280,22,18,804.9897526,0.0785714285714286,6.42857142857143,2.87496340214286
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2016,186,60,120,13,10,90.48018766,0.108333333333333,8.33333333333333,0.754001563833333
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2016,193,60,283,30,28,369.57691016,0.106007067137809,9.89399293286219,1.30592547759717
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2016,200,60,239,27,25,441.1392208,0.112970711297071,10.4602510460251,1.84577079832636
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2017,137,60,119,7,6,114.11832608,0.0588235294117647,5.04201680672269,0.958977530084034
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2017,144,60,124,10,9,120.31514776,0.0806451612903226,7.25806451612903,0.970283449677419
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2017,151,60,120,20,17,196.40174376,0.166666666666667,14.1666666666667,1.636681198
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2017,158,60,120,14,14,258.2239854,0.116666666666667,11.6666666666667,2.151866545
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2017,165,44,89,11,11,244.5454581,0.123595505617978,12.3595505617978,2.74770177640449
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2017,172,60,120,16,16,446.30509986,0.133333333333333,13.3333333333333,3.7192091655
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2017,179,60,120,12,12,313.5819962,0.1,10,2.61318330166667
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2017,186,60,114,15,15,256.4099,0.131578947368421,13.1578947368421,2.24920964912281
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2017,193,60,120,9,8,589.2100556,0.075,6.66666666666667,4.91008379666667
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2017,200,60,120,14,13,83.1942906,0.116666666666667,10.8333333333333,0.693285755
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2018,137,60,240,12,11,8.74130451557043,0.05,4.58333333333333,0.0364221021482101
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2018,144,60,240,8,8,124.750058645452,0.0333333333333333,3.33333333333333,0.519791911022717
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2018,151,60,122,18,15,103.137642739388,0.147540983606557,12.2950819672131,0.84539051425728
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2018,158,60,241,20,19,204.293343811581,0.0829875518672199,7.88381742738589,0.84769022328457
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2018,165,60,240,16,16,85.1316936958554,0.0666666666666667,6.66666666666667,0.354715390399397
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2018,172,60,239,44,41,425.55273870828,0.184100418410042,17.1548117154812,1.78055539208485
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2018,179,61,239,34,32,640.832796649453,0.142259414225941,13.3891213389121,2.68130877259186
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2018,186,60,240,43,38,658.179041113714,0.179166666666667,15.8333333333333,2.74241267130714
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2018,193,60,240,36,34,1542.12492061027,0.15,14.1666666666667,6.42552050254279
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2018,200,60,239,40,35,1234.27166622141,0.167364016736402,14.6443514644351,5.16431659506866
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2019,137,61,240,16,14,118.1559153,0.0666666666666667,5.83333333333333,0.49231631375
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2019,144,60,240,22,21,205.21513096,0.0916666666666667,8.75,0.855063045666667
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2019,151,60,240,39,35,326.57169282,0.1625,14.5833333333333,1.36071538675
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2019,158,60,240,42,38,291.47182392,0.175,15.8333333333333,1.214465933
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2019,165,60,240,68,52,887.22946386,0.283333333333333,21.6666666666667,3.69678943275
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2019,172,60,239,46,40,666.9136374,0.192468619246862,16.7364016736402,2.7904336292887
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2019,179,60,240,41,37,578.74825916,0.170833333333333,15.4166666666667,2.41145107983333
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2019,186,60,115,22,18,169.91300476,0.191304347826087,15.6521739130435,1.47750438921739
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2019,193,60,229,41,36,1046.637967,0.179039301310044,15.7205240174672,4.57047147161572
"Prairie Ridge Ecostation","NC",703,35.8117,-78.7139,2019,200,60,229,44,35,513.37650084,0.192139737991266,15.2838427947598,2.2418187809607
"RVCC","ON",593,43.819,-79.17088,2018,158,50,85,1,1,1.410472,0.0117647058823529,1.17647058823529,0.0165937882352941
"RVCC","ON",593,43.819,-79.17088,2018,165,48,51,3,2,5.8105337,0.0588235294117647,3.92156862745098,0.113932033333333
"RVCC","ON",593,43.819,-79.17088,2018,186,49,50,3,3,2.9626685,0.06,6,0.05925337
"RVCC","ON",593,43.819,-79.17088,2018,193,50,51,7,6,17.9406317,0.137254901960784,11.7647058823529,0.351777092156863
"RVCC","ON",593,43.819,-79.17088,2018,200,49,50,0,0,0,0,0,0
"RVCC","ON",593,43.819,-79.17088,2018,207,50,50,1,1,2.72974,0.02,2,0.0545948
"RVCC","ON",593,43.819,-79.17088,2019,158,46,46,1,1,1.998595,0.0217391304347826,2.17391304347826,0.0434477173913043
"RVCC","ON",593,43.819,-79.17088,2019,179,50,50,0,0,0,0,0,0
"RVCC","ON",593,43.819,-79.17088,2019,186,50,50,7,6,32.2508798,0.14,12,0.645017596
"RVCC","ON",593,43.819,-79.17088,2019,193,50,50,2,2,9.4120357,0.04,4,0.188240714
"RVCC","ON",593,43.819,-79.17088,2019,200,50,50,0,0,0,0,0,0
"RVCC","ON",593,43.819,-79.17088,2019,207,50,50,3,3,5.0793887,0.06,6,0.101587774
"Sault College","ON",564,46.534499045766,-84.30692999308,2018,151,49,49,5,5,79.2481440308794,0.102040816326531,10.2040816326531,1.61730906185468
"Sault College","ON",564,46.534499045766,-84.30692999308,2018,158,49,50,17,17,64.4127116935445,0.34,34,1.28825423387089
"Sault College","ON",564,46.534499045766,-84.30692999308,2018,172,50,50,10,10,1719.37557065357,0.2,20,34.3875114130714
"Sault College","ON",564,46.534499045766,-84.30692999308,2018,186,48,50,2,2,3.08079347167835,0.04,4,0.061615869433567
"Sault College","ON",564,46.534499045766,-84.30692999308,2018,200,50,50,3,3,328.670752885369,0.06,6,6.57341505770738
"Sault College","ON",564,46.534499045766,-84.30692999308,2018,207,50,50,3,3,4.32160343506244,0.06,6,0.0864320687012489
"Stage Nature Center","MI",592,42.616025477569,-83.191449083429,2018,144,39,40,1,1,3.80037407189775,0.025,2.5,0.0950093517974438
"Stage Nature Center","MI",592,42.616025477569,-83.191449083429,2018,151,40,50,8,8,114.919154566762,0.16,16,2.29838309133524
"Stage Nature Center","MI",592,42.616025477569,-83.191449083429,2018,158,30,30,0,0,0,0,0,0
"Stage Nature Center","MI",592,42.616025477569,-83.191449083429,2018,165,43,44,2,2,3.6798333358712,0.0454545454545455,4.54545454545455,0.0836325758152545
"Stage Nature Center","MI",592,42.616025477569,-83.191449083429,2018,172,49,60,1,1,4.6818614960343,0.0166666666666667,1.66666666666667,0.078031024933905
"Stage Nature Center","MI",592,42.616025477569,-83.191449083429,2018,179,40,51,0,0,0,0,0,0
"UNC Chapel Hill Campus","NC",703,35.909876654033,-79.049644020807,2018,137,58,120,1,1,0.351053653781591,0.00833333333333333,0.833333333333333,0.00292544711484659
"UNC Chapel Hill Campus","NC",703,35.909876654033,-79.049644020807,2018,144,59,121,2,2,6.01050467012273,0.0165289256198347,1.65289256198347,0.0496735923150639
"UNC Chapel Hill Campus","NC",703,35.909876654033,-79.049644020807,2018,151,60,121,3,3,21.4307606166336,0.0247933884297521,2.47933884297521,0.17711372410441
"UNC Chapel Hill Campus","NC",703,35.909876654033,-79.049644020807,2018,158,60,120,1,1,0.602103018722332,0.00833333333333333,0.833333333333333,0.00501752515601943
"UNC Chapel Hill Campus","NC",703,35.909876654033,-79.049644020807,2018,165,60,119,2,2,1.48790464361483,0.0168067226890756,1.68067226890756,0.0125034003665112
"UNC Chapel Hill Campus","NC",703,35.909876654033,-79.049644020807,2018,172,60,120,4,4,30.6597053563086,0.0333333333333333,3.33333333333333,0.255497544635905
"UNC Chapel Hill Campus","NC",703,35.909876654033,-79.049644020807,2018,179,60,120,2,1,2.01257520401655,0.0166666666666667,0.833333333333333,0.0167714600334713
"UNC Chapel Hill Campus","NC",703,35.909876654033,-79.049644020807,2018,193,60,120,0,0,0,0,0,0
"UNC Chapel Hill Campus","NC",703,35.909876654033,-79.049644020807,2018,200,59,118,0,0,0,0,0,0
"UNC Chapel Hill Campus","NC",703,35.909876654033,-79.049644020807,2018,207,56,116,0,0,0,0,0,0
